560846730.00,2,2,0,1,10,,,,,,,,,,,,,,
255569565.00,7956,7798,20,1228,120614,,,,,,,,,,,,,,
2791768958.00,18213,17989,62,114,218766,,,,,,,,,,,,,,
331699711.00,214,277,3,2,560,,,,,,,,,,,,,,
2871902124.00,320,366,9,13,2587,,,,,,,,,,,,,,
322582451.00,1453,2004,163,903,13262,,,,,,,,,,,,,,
368517057.00,1174,606,8,3052,28048,,,,,,,,,,,,,,
322582451.00,1453,2004,163,903,13264,,,,,,,,,,,,,,
309084598.00,140,417,20,94,661,,,,,,,,,,,,,,
331699711.00,214,277,3,2,561,,,,,,,,,,,,,,
331699711.00,214,277,3,2,561,,,,,,,,,,,,,,
2836773587.00,970,927,23,0,37222,,,,,,,,,,,,,,
2324305219.00,1058,1883,36,2,496006,,,,,,,,,,,,,,
41207735.00,1547999,2250,827,371,104677,,,,,,,,,,,,,,
85073656.00,4033,202,234,3,151445,,,,,,,,,,,,,,
178752417.00,5,15,0,0,3810,,,,,,,,,,,,,,
222338316.00,788,242,0,420,45417,,,,,,,,,,,,,,
178752417.00,5,15,0,0,3811,,,,,,,,,,,,,,
418980091.00,163,325,25,9,113632,,,,,,,,,,,,,,
2324305219.00,1058,1883,36,2,496007,,,,,,,,,,,,,,
1596559831.00,330,786,1,11,1147,,,,,,,,,,,,,,
331699711.00,214,277,3,2,563,,,,,,,,,,,,,,
33826388.00,1168,598,44,559,30727,,,,,,,,,,,,,,
1963245445.00,359,128,12,1236,1397,,,,,,,,,,,,,,
2324305219.00,1058,1883,36,2,496008,,,,,,,,,,,,,,
279808353.00,184,416,2,148,1259,,,,,,,,,,,,,,
341217221.00,361,140,1,145,41704,,,,,,,,,,,,,,
2324305219.00,1058,1883,36,2,496015,,,,,,,,,,,,,,
1612318465.00,55,75,2,0,152,,,,,,,,,,,,,,
72749923.00,3459,2238,753,1064,154319,,,,,,,,,,,,,,
162272565.00,71,208,1,463,1172,,,,,,,,,,,,,,
16726510.00,4283,424,84,57,3818,,,,,,,,,,,,,,
133693041.00,103176,1239,611,1588,116081,,,,,,,,,,,,,,
264354972.00,132,328,0,3,917,,,,,,,,,,,,,,
401311611.00,5,44,1,4,969,,,,,,,,,,,,,,
2785375988.00,37,112,3,2,242,,,,,,,,,,,,,,
191765987.00,115349,8283,121,318,309358,,,,,,,,,,,,,,
263224156.00,3425,1215,192,912,35597,,,,,,,,,,,,,,
251164496.00,527,1417,299,1036,34145,,,,,,,,,,,,,,
24023968.00,259,288,1,4633,8714,,,,,,,,,,,,,,
3272719320.00,721,40,1,0,46903,,,,,,,,,,,,,,
3272719320.00,721,40,1,0,46904,,,,,,,,,,,,,,
3272719320.00,721,40,1,0,46905,,,,,,,,,,,,,,
3272719320.00,721,40,1,0,46907,,,,,,,,,,,,,,
29157743.00,1311,1682,224,176,312043,,,,,,,,,,,,,,
3272719320.00,721,40,1,0,46908,,,,,,,,,,,,,,
3272719320.00,721,40,1,0,46909,,,,,,,,,,,,,,
3272719320.00,721,40,1,0,46910,,,,,,,,,,,,,,
3272719320.00,721,40,1,0,46912,,,,,,,,,,,,,,
3272719320.00,721,40,1,0,46913,,,,,,,,,,,,,,
3272719320.00,721,40,1,0,46914,,,,,,,,,,,,,,
3272719320.00,721,40,1,0,46915,,,,,,,,,,,,,,
143699560.00,9,26,0,0,255,,,,,,,,,,,,,,
143699560.00,9,26,0,0,255,,,,,,,,,,,,,,
3272719320.00,721,40,1,0,46917,,,,,,,,,,,,,,
9290802.00,18935,3819,777,6027,31978,,,,,,,,,,,,,,
3272719320.00,721,40,1,0,46918,,,,,,,,,,,,,,
3272719320.00,721,40,1,0,46919,,,,,,,,,,,,,,
3272719320.00,721,40,1,0,46920,,,,,,,,,,,,,,
3272719320.00,721,40,1,0,46921,,,,,,,,,,,,,,
70289079.00,61,294,6,1,2581,,,,,,,,,,,,,,
21533550.00,317,364,18,0,4478,,,,,,,,,,,,,,
67452263.00,47,61,7,3,939,,,,,,,,,,,,,,
2301656522.00,27046,57,100,44,87314,,,,,,,,,,,,,,
73526267.00,129,224,1,521,3125,,,,,,,,,,,,,,
371666473.00,181,76,0,1098,18180,,,,,,,,,,,,,,
190039213.00,2751,2520,136,3,121483,,,,,,,,,,,,,,
546111884.00,24,138,0,282,799,,,,,,,,,,,,,,
371666473.00,181,76,0,1098,18181,,,,,,,,,,,,,,
116809880.00,26,51,0,1,7297,,,,,,,,,,,,,,
522597889.00,110,55,0,23006,4064,,,,,,,,,,,,,,
51623140.00,2171,2212,27,1072,64012,,,,,,,,,,,,,,
2388611605.00,42,133,0,5,275,,,,,,,,,,,,,,
763063999.00,82,880,0,5,97,,,,,,,,,,,,,,
2388611605.00,42,133,0,5,276,,,,,,,,,,,,,,
2388611605.00,42,133,0,5,277,,,,,,,,,,,,,,
404199579.00,10,28,0,0,93,,,,,,,,,,,,,,
404199579.00,10,28,0,0,93,,,,,,,,,,,,,,
57385832.00,1023,311,22,35,3012,,,,,,,,,,,,,,
263224156.00,3425,1215,192,912,35605,,,,,,,,,,,,,,
251164496.00,527,1417,299,1036,34153,,,,,,,,,,,,,,
562181247.00,106,42,1,3,33,,,,,,,,,,,,,,
20556752.00,45474,1029,787,23,9764,,,,,,,,,,,,,,
384981778.00,28,126,4,702,325,,,,,,,,,,,,,,
226353491.00,643,1311,33,118,35238,,,,,,,,,,,,,,
178752417.00,5,15,0,0,3812,,,,,,,,,,,,,,
326505209.00,1335,635,3,1052,34676,,,,,,,,,,,,,,
143699560.00,9,26,0,0,257,,,,,,,,,,,,,,
143699560.00,9,26,0,0,257,,,,,,,,,,,,,,
360464530.00,2,6,2,0,295,,,,,,,,,,,,,,
178752417.00,5,15,0,0,3813,,,,,,,,,,,,,,
2834931028.00,64,24,34,0,39209,,,,,,,,,,,,,,
2834931028.00,64,24,34,0,39210,,,,,,,,,,,,,,
2834931028.00,64,24,34,0,39211,,,,,,,,,,,,,,
2834931028.00,64,24,34,0,39212,,,,,,,,,,,,,,
2834931028.00,64,24,34,0,39213,,,,,,,,,,,,,,
2834931028.00,64,24,34,0,39214,,,,,,,,,,,,,,
600030997.00,239,224,62,150,2943,,,,,,,,,,,,,,
2834931028.00,64,24,34,0,39215,,,,,,,,,,,,,,
2834931028.00,64,24,34,0,39216,,,,,,,,,,,,,,
478379785.00,5,34,0,269,11790,,,,,,,,,,,,,,
89913536.00,44294,3,1169,2,63007,,,,,,,,,,,,,,
418980091.00,163,325,25,9,113634,,,,,,,,,,,,,,
14303901.00,1314,2002,365,75492,104137,,,,,,,,,,,,,,
764590974.00,30,64,3,0,678,,,,,,,,,,,,,,
764590974.00,30,64,3,0,678,,,,,,,,,,,,,,
438035844.00,559,1246,19,10008,12657,,,,,,,,,,,,,,
565490853.00,8678,34,7,143,36699,,,,,,,,,,,,,,
178752417.00,5,15,0,0,3814,,,,,,,,,,,,,,
111238252.00,1152,362,117,0,86529,,,,,,,,,,,,,,
131800972.00,74806,17768,193,37,31544,,,,,,,,,,,,,,
143699560.00,9,26,0,0,259,,,,,,,,,,,,,,
320308766.00,52460,62,259,907,172449,,,,,,,,,,,,,,
263224156.00,3425,1215,192,912,35611,,,,,,,,,,,,,,
251164496.00,527,1417,299,1036,34159,,,,,,,,,,,,,,
30733968.00,286,490,12,904,9295,,,,,,,,,,,,,,
70289079.00,61,294,6,1,2582,,,,,,,,,,,,,,
31066661.00,516,292,25,1546,7219,,,,,,,,,,,,,,
21533550.00,317,364,18,0,4479,,,,,,,,,,,,,,
210312678.00,1542,355,50,15438,35575,,,,,,,,,,,,,,
89913536.00,44294,3,1169,2,63008,,,,,,,,,,,,,,
89913536.00,44294,3,1169,2,63009,,,,,,,,,,,,,,
61521289.00,71,293,21,13,3026,,,,,,,,,,,,,,
34545569.00,231,472,23,225,2840,,,,,,,,,,,,,,
178752417.00,5,15,0,0,3816,,,,,,,,,,,,,,
24296122.00,733,202,6,1270,53666,,,,,,,,,,,,,,
263224156.00,3425,1215,192,912,35614,,,,,,,,,,,,,,
251164496.00,527,1417,299,1036,34162,,,,,,,,,,,,,,
220441523.00,726,953,2,2343,51473,,,,,,,,,,,,,,
584308303.00,297,307,2,1810,3727,,,,,,,,,,,,,,
3194457061.00,5558,5,1,0,4806,,,,,,,,,,,,,,
1248682411.00,396,489,131,569,31783,,,,,,,,,,,,,,
287312407.00,701,555,0,2636,37325,,,,,,,,,,,,,,
89913536.00,44294,3,1169,2,63010,,,,,,,,,,,,,,
313793217.00,1400,1723,15,6,39503,,,,,,,,,,,,,,
89913536.00,44294,3,1169,2,63011,,,,,,,,,,,,,,
1461292860.00,1197,1975,0,592,1324,,,,,,,,,,,,,,
2278373526.00,452,398,1,2790,27834,,,,,,,,,,,,,,
22047132.00,623,731,91,2075,3346,,,,,,,,,,,,,,
95949238.00,6,60,0,9,4795,,,,,,,,,,,,,,
95949238.00,6,60,0,9,4795,,,,,,,,,,,,,,
2909145686.00,28,89,0,6,36,,,,,,,,,,,,,,
2164629163.00,41,61,0,0,72,,,,,,,,,,,,,,
2164629163.00,41,61,0,0,73,,,,,,,,,,,,,,
3316751101.00,284,1934,119,0,100363,,,,,,,,,,,,,,
2898990947.00,104,0,3,0,12823,,,,,,,,,,,,,,
1342041715.00,102,0,4,0,12641,,,,,,,,,,,,,,
1174260614.00,209,571,29,33,119556,,,,,,,,,,,,,,
1174260614.00,209,571,29,33,119558,,,,,,,,,,,,,,
13277962.00,228,339,31,456,4432,,,,,,,,,,,,,,
764590974.00,30,64,3,0,680,,,,,,,,,,,,,,
178752417.00,5,15,0,0,3818,,,,,,,,,,,,,,
371666473.00,181,76,0,1098,18182,,,,,,,,,,,,,,
295123833.00,116,64,121,15,26490,,,,,,,,,,,,,,
427001532.00,791,670,1,2374,12229,,,,,,,,,,,,,,
178752417.00,5,15,0,0,3819,,,,,,,,,,,,,,
415923906.00,1913,1145,8,15,30785,,,,,,,,,,,,,,
371666473.00,181,76,0,1098,18183,,,,,,,,,,,,,,
266684655.00,86,40,121,21,24889,,,,,,,,,,,,,,
371666473.00,181,76,0,1098,18184,,,,,,,,,,,,,,
318142503.00,650,747,5,1302,2956,,,,,,,,,,,,,,
253694401.00,186,103,120,11,32396,,,,,,,,,,,,,,
33968328.00,12251,187,90,65,10444,,,,,,,,,,,,,,
63914362.00,183,123,12,2233,15886,,,,,,,,,,,,,,
95949238.00,6,60,0,9,4797,,,,,,,,,,,,,,
834697316.00,349,519,2,193,3621,,,,,,,,,,,,,,
49041537.00,963,1531,30,834,48427,,,,,,,,,,,,,,
292086929.00,842,853,0,11089,16062,,,,,,,,,,,,,,
204803168.00,61,61,3,613,823,,,,,,,,,,,,,,
484727229.00,29,612,1,1,492,,,,,,,,,,,,,,
2388611605.00,42,133,0,5,278,,,,,,,,,,,,,,
2809086241.00,14,17,0,45,447,,,,,,,,,,,,,,
204803168.00,61,61,3,613,824,,,,,,,,,,,,,,
2591101140.00,150,158,1,2,1509,,,,,,,,,,,,,,
118407907.00,144,162,5,109,3997,,,,,,,,,,,,,,
95949238.00,6,60,0,9,4798,,,,,,,,,,,,,,
178752417.00,5,15,0,0,3820,,,,,,,,,,,,,,
794576695.00,874,372,0,5931,14858,,,,,,,,,,,,,,
204803168.00,61,61,3,613,825,,,,,,,,,,,,,,
87904031.00,270,879,2,47,3274,,,,,,,,,,,,,,
14303901.00,1314,2002,365,75492,104140,,,,,,,,,,,,,,
11762562.00,452,1919,48,36286,20016,,,,,,,,,,,,,,
204803168.00,61,61,3,613,826,,,,,,,,,,,,,,
204803168.00,61,61,3,613,827,,,,,,,,,,,,,,
66708414.00,1956,757,7,2237,175472,,,,,,,,,,,,,,
128759124.00,708,226,92,20,113024,,,,,,,,,,,,,,
178752417.00,5,15,0,0,3821,,,,,,,,,,,,,,
306053735.00,4052,483,13,1,48778,,,,,,,,,,,,,,
3251200673.00,67,97,11,7653,22236,,,,,,,,,,,,,,
40299565.00,7,16,0,0,4538,,,,,,,,,,,,,,
23865713.00,2286,1227,85,7160,46324,,,,,,,,,,,,,,
938569938.00,2426,1959,5,80,18091,,,,,,,,,,,,,,
1978647084.00,175,81,14,0,79077,,,,,,,,,,,,,,
178752417.00,5,15,0,0,3822,,,,,,,,,,,,,,
418980091.00,163,325,25,9,113636,,,,,,,,,,,,,,
284767771.00,1147,1722,25,1414,9805,,,,,,,,,,,,,,
89913536.00,44294,3,1169,2,63012,,,,,,,,,,,,,,
22768126.00,3958,930,125,8792,44196,,,,,,,,,,,,,,
26662772.00,39,57,6,1,2293,,,,,,,,,,,,,,
1316595248.00,234,136,87,28,81729,,,,,,,,,,,,,,
21728870.00,1755,1187,43,1925,132711,,,,,,,,,,,,,,
178752417.00,5,15,0,0,3823,,,,,,,,,,,,,,
3124007045.00,617,212,31,28573,48374,,,,,,,,,,,,,,
938946072.00,27,74,0,5,531,,,,,,,,,,,,,,
26662772.00,39,57,6,1,2294,,,,,,,,,,,,,,
404199579.00,10,28,0,0,96,,,,,,,,,,,,,,
2164629163.00,41,61,0,0,74,,,,,,,,,,,,,,
867231013.00,2433,2117,1,5824,2917,,,,,,,,,,,,,,
2547005349.00,219,393,13,0,1795,,,,,,,,,,,,,,
2547005349.00,219,393,13,0,1795,,,,,,,,,,,,,,
276398711.00,569,569,2,3668,20798,,,,,,,,,,,,,,
39696727.00,79,174,5,50,181,,,,,,,,,,,,,,
35553661.00,33115,2334,654,1,11901,,,,,,,,,,,,,,
27508620.00,38,93,1,17,196,,,,,,,,,,,,,,
27508620.00,38,93,1,17,196,,,,,,,,,,,,,,
89913536.00,44294,3,1169,2,63013,,,,,,,,,,,,,,
513972902.00,303,341,2,1696,6569,,,,,,,,,,,,,,
513972902.00,303,341,2,1696,6569,,,,,,,,,,,,,,
210681175.00,26,68,3,8,7193,,,,,,,,,,,,,,
210681175.00,26,68,3,8,7193,,,,,,,,,,,,,,
110133579.00,127,79,0,593,7809,,,,,,,,,,,,,,
3342703673.00,282,1122,250,7733,7726,,,,,,,,,,,,,,
371666473.00,181,76,0,1098,18185,,,,,,,,,,,,,,
1105303016.00,239,152,0,1937,1893,,,,,,,,,,,,,,
371666473.00,181,76,0,1098,18186,,,,,,,,,,,,,,
210681175.00,26,68,3,8,7195,,,,,,,,,,,,,,
3299794136.00,818,306,62,29,44630,,,,,,,,,,,,,,
3299794136.00,818,306,62,29,44631,,,,,,,,,,,,,,
178752417.00,5,15,0,0,3824,,,,,,,,,,,,,,
27508620.00,38,93,1,17,198,,,,,,,,,,,,,,
2800244211.00,2814,2844,125,4,484260,,,,,,,,,,,,,,
178752417.00,5,15,0,0,3825,,,,,,,,,,,,,,
23434516.00,1433,807,32,218,221242,,,,,,,,,,,,,,
2164629163.00,41,61,0,0,75,,,,,,,,,,,,,,
266158400.00,68,230,3,2,6372,,,,,,,,,,,,,,
210681175.00,26,68,3,8,7196,,,,,,,,,,,,,,
54230079.00,41535,100,110,69,40645,,,,,,,,,,,,,,
199077535.00,47673,35641,26,7412,39348,,,,,,,,,,,,,,
3432844563.00,30892,886,0,80,105,,,,,,,,,,,,,,
2880700476.00,20059,11501,37,1365,884,,,,,,,,,,,,,,
283161604.00,86795,14385,71,1089,31,,,,,,,,,,,,,,
2849672280.00,13015,8543,11,110,2586,,,,,,,,,,,,,,
1858275205.00,16794,9586,32,496,83875,,,,,,,,,,,,,,
327984678.00,18324,15750,18,38,23676,,,,,,,,,,,,,,
2966671065.00,20687,14352,17,45,200,,,,,,,,,,,,,,
2338844486.00,44655,31623,25,22,5814,,,,,,,,,,,,,,
2931592084.00,18341,15957,37,30,55,,,,,,,,,,,,,,
3168099596.00,18440,7206,2,2,24,,,,,,,,,,,,,,
350894774.00,32375,26938,33,2018,2224,,,,,,,,,,,,,,
2757066616.00,131213,88,31,1337,11982,,,,,,,,,,,,,,
2981293732.00,8357,610,6,215,22,,,,,,,,,,,,,,
64073563.00,91,321,11,2836,10998,,,,,,,,,,,,,,
18660993.00,1453,498,2663,2,251599,,,,,,,,,,,,,,
21533550.00,317,364,18,0,4480,,,,,,,,,,,,,,
906314162.00,467,1445,0,3,171,,,,,,,,,,,,,,
953061966.00,38,141,0,801,187,,,,,,,,,,,,,,
51038377.00,1119,1724,61,9003,42549,,,,,,,,,,,,,,
3259643317.00,1087,725,3,105,6807,,,,,,,,,,,,,,
560846730.00,2,2,0,1,11,,,,,,,,,,,,,,
204803168.00,61,61,3,613,828,,,,,,,,,,,,,,
164956729.00,1,28,0,1,1778,,,,,,,,,,,,,,
78953511.00,28,68,17,3,8857,,,,,,,,,,,,,,
78953511.00,28,68,17,3,8858,,,,,,,,,,,,,,
3272035232.00,103,32,4,0,15842,,,,,,,,,,,,,,
197360342.00,141,57,141,25,41274,,,,,,,,,,,,,,
1551038929.00,34,107,2,8,217,,,,,,,,,,,,,,
161624234.00,194,125,139,21,71071,,,,,,,,,,,,,,
560846730.00,2,2,0,1,12,,,,,,,,,,,,,,
197367473.00,168,106,166,8,33423,,,,,,,,,,,,,,
319716852.00,1546,1277,5,10249,86525,,,,,,,,,,,,,,
3299794136.00,818,306,62,29,44632,,,,,,,,,,,,,,
89913536.00,44294,3,1169,2,63014,,,,,,,,,,,,,,
3064797976.00,1,1,0,0,72,,,,,,,,,,,,,,
1551038929.00,34,107,2,8,218,,,,,,,,,,,,,,
418980091.00,163,325,25,9,113638,,,,,,,,,,,,,,
343451821.00,318,110,13,1783,8267,,,,,,,,,,,,,,
89913536.00,44294,3,1169,2,63015,,,,,,,,,,,,,,
89913536.00,44294,3,1169,2,63016,,,,,,,,,,,,,,
89913536.00,44294,3,1169,2,63017,,,,,,,,,,,,,,
89913536.00,44294,3,1169,2,63018,,,,,,,,,,,,,,
89913536.00,44294,3,1169,2,63018,,,,,,,,,,,,,,
89913536.00,44294,3,1169,2,63019,,,,,,,,,,,,,,
89913536.00,44294,3,1169,2,63021,,,,,,,,,,,,,,
89913536.00,44294,3,1169,2,63022,,,,,,,,,,,,,,
89913536.00,44294,3,1169,2,63023,,,,,,,,,,,,,,
89913536.00,44294,3,1169,2,63023,,,,,,,,,,,,,,
89913536.00,44294,3,1169,2,63025,,,,,,,,,,,,,,
1922225239.00,870,664,1,1350,16291,,,,,,,,,,,,,,
89913536.00,44294,3,1169,2,63026,,,,,,,,,,,,,,
210681175.00,26,68,3,8,7197,,,,,,,,,,,,,,
2547005349.00,219,393,13,0,1797,,,,,,,,,,,,,,
2547005349.00,219,393,13,0,1797,,,,,,,,,,,,,,
1080361574.00,494,591,9,2123,2528,,,,,,,,,,,,,,
371666473.00,181,76,0,1098,18187,,,,,,,,,,,,,,
371666473.00,181,76,0,1098,18187,,,,,,,,,,,,,,
3000121988.00,173,266,5,22,4623,,,,,,,,,,,,,,
178752417.00,5,15,0,0,3826,,,,,,,,,,,,,,
2547005349.00,219,393,13,0,1799,,,,,,,,,,,,,,
2283679363.00,5801,4939,60,1,131008,,,,,,,,,,,,,,
1249702099.00,15,33,0,22,79,,,,,,,,,,,,,,
3299794136.00,817,306,62,29,44633,,,,,,,,,,,,,,
957700195.00,1266,623,0,16965,25828,,,,,,,,,,,,,,
109610849.00,6617,5566,150,67,67615,,,,,,,,,,,,,,
2164629163.00,41,61,0,0,76,,,,,,,,,,,,,,
442413498.00,671,471,1,1756,12052,,,,,,,,,,,,,,
89913536.00,44293,3,1169,2,63027,,,,,,,,,,,,,,
225493515.00,682,1141,354,241,7510,,,,,,,,,,,,,,
178752417.00,5,15,0,0,3828,,,,,,,,,,,,,,
69183155.00,11085341,35,13106,32,865669,,,,,,,,,,,,,,
2195443201.00,44,162,0,28,129,,,,,,,,,,,,,,
465378804.00,89845,37,189,11,19757,,,,,,,,,,,,,,
2195443201.00,44,163,0,28,130,,,,,,,,,,,,,,
2195443201.00,44,164,0,28,131,,,,,,,,,,,,,,
162867854.00,833,385,5,21130,35115,,,,,,,,,,,,,,
131800972.00,74806,17768,193,37,31550,,,,,,,,,,,,,,
2195443201.00,44,164,0,28,132,,,,,,,,,,,,,,
2195443201.00,44,164,0,28,132,,,,,,,,,,,,,,
95599618.00,244,66,3,0,77129,,,,,,,,,,,,,,
95599618.00,244,66,3,0,77129,,,,,,,,,,,,,,
306195548.00,126,131,0,0,13218,,,,,,,,,,,,,,
810909980.00,556,465,5,1901,13664,,,,,,,,,,,,,,
3317778650.00,540,1382,274,0,92102,,,,,,,,,,,,,,
178752417.00,5,15,0,0,3830,,,,,,,,,,,,,,
921480890.00,244,108,51,2,25719,,,,,,,,,,,,,,
2834702226.00,597,1192,11,20,100518,,,,,,,,,,,,,,
51946242.00,638,81,14,0,229157,,,,,,,,,,,,,,
590719463.00,9113,2985,80,1670,11110,,,,,,,,,,,,,,
9679102.00,5141,1052,76,2236,28987,,,,,,,,,,,,,,
371666473.00,181,76,0,1098,18189,,,,,,,,,,,,,,
106679994.00,1219,953,95,8,43509,,,,,,,,,,,,,,
2324305219.00,1058,1883,36,2,496018,,,,,,,,,,,,,,
2324305219.00,1058,1883,36,2,496019,,,,,,,,,,,,,,
102338100.00,581,372,48,12,36463,,,,,,,,,,,,,,
51337221.00,184,222,1,0,519,,,,,,,,,,,,,,
3272719320.00,721,40,1,0,46922,,,,,,,,,,,,,,
3369595335.00,312,34,22,0,27294,,,,,,,,,,,,,,
997602998.00,2101,968,299,6027,18926,,,,,,,,,,,,,,
134915140.00,3256,1462,507,3558,56238,,,,,,,,,,,,,,
3272719320.00,721,40,1,0,46925,,,,,,,,,,,,,,
3153985733.00,70,0,107,3579,12436,,,,,,,,,,,,,,
18367318.00,3336,3038,50,84,6889,,,,,,,,,,,,,,
14104751.00,730,981,179,33,23907,,,,,,,,,,,,,,
76000475.00,289,601,26,49,6522,,,,,,,,,,,,,,
93944381.00,3150,2832,61,8034,76201,,,,,,,,,,,,,,
89913536.00,44293,3,1169,2,63028,,,,,,,,,,,,,,
2324305219.00,1058,1883,36,2,496022,,,,,,,,,,,,,,
87750710.00,767,526,8,2635,65185,,,,,,,,,,,,,,
176898389.00,675,1911,90,3172,32410,,,,,,,,,,,,,,
1708177201.00,2129,817,24,2,32951,,,,,,,,,,,,,,
2547005349.00,219,393,13,0,1800,,,,,,,,,,,,,,
2547005349.00,219,393,13,0,1800,,,,,,,,,,,,,,
2845611159.00,1631,1897,235,46,63742,,,,,,,,,,,,,,
486497054.00,1284,34,160,272,392754,,,,,,,,,,,,,,
3000121988.00,173,266,5,22,4625,,,,,,,,,,,,,,
371666473.00,181,76,0,1098,18190,,,,,,,,,,,,,,
71027417.00,32,52,0,0,110,,,,,,,,,,,,,,
371666473.00,181,76,0,1098,18191,,,,,,,,,,,,,,
12489602.00,418,734,29,437,7871,,,,,,,,,,,,,,
178752417.00,5,15,0,0,3832,,,,,,,,,,,,,,
2195443201.00,44,164,0,28,134,,,,,,,,,,,,,,
57077900.00,7731,184,102,5,37703,,,,,,,,,,,,,,
371666473.00,181,76,0,1098,18192,,,,,,,,,,,,,,
321848401.00,24,90,1,6,273,,,,,,,,,,,,,,
321848401.00,24,90,1,6,273,,,,,,,,,,,,,,
2810857664.00,1154,1400,219,20971,26319,,,,,,,,,,,,,,
194134511.00,611,710,3,5,18494,,,,,,,,,,,,,,
178752417.00,5,15,0,0,3833,,,,,,,,,,,,,,
69728899.00,606,1128,11,2352,25581,,,,,,,,,,,,,,
178752417.00,5,15,0,0,3834,,,,,,,,,,,,,,
2620621288.00,2649,969,3,340,21776,,,,,,,,,,,,,,
946999034.00,615,1170,27,527,1565,,,,,,,,,,,,,,
222238058.00,24,74,0,0,161,,,,,,,,,,,,,,
74058266.00,568,367,1,1596,3643,,,,,,,,,,,,,,
371666473.00,181,76,0,1098,18193,,,,,,,,,,,,,,
43235733.00,20,82,2,44,153,,,,,,,,,,,,,,
43235733.00,20,82,2,44,153,,,,,,,,,,,,,,
36553809.00,2004,1913,441,60,143271,,,,,,,,,,,,,,
418980091.00,163,325,25,9,113640,,,,,,,,,,,,,,
43235733.00,20,82,2,44,155,,,,,,,,,,,,,,
78953511.00,28,68,17,3,8859,,,,,,,,,,,,,,
447701075.00,1581,748,114,10532,16993,,,,,,,,,,,,,,
178752417.00,5,15,0,0,3835,,,,,,,,,,,,,,
2413483640.00,5381,5866,0,23,40,,,,,,,,,,,,,,
976566164.00,648,408,9,35,319577,,,,,,,,,,,,,,
2384647886.00,289,1904,42,477,5023,,,,,,,,,,,,,,
9290802.00,18936,3819,777,6028,31980,,,,,,,,,,,,,,
78953511.00,28,68,17,3,8860,,,,,,,,,,,,,,
528976149.00,1961,1513,5,5509,69292,,,,,,,,,,,,,,
1174260614.00,210,571,29,33,119565,,,,,,,,,,,,,,
2547005349.00,219,393,13,0,1802,,,,,,,,,,,,,,
594563085.00,10,51,0,1,255,,,,,,,,,,,,,,
594563085.00,10,51,0,1,256,,,,,,,,,,,,,,
9290802.00,18936,3819,777,6028,31981,,,,,,,,,,,,,,
178752417.00,5,15,0,0,3836,,,,,,,,,,,,,,
3346109499.00,1846,1889,1371,3,51171,,,,,,,,,,,,,,
81664020.00,1197,499,32,7991,152995,,,,,,,,,,,,,,
594563085.00,10,51,0,1,257,,,,,,,,,,,,,,
383778082.00,2,4,0,0,378,,,,,,,,,,,,,,
2547005349.00,219,393,13,0,1803,,,,,,,,,,,,,,
